9600,"Lake City,MI"
9601,"Fort Gratiot,MI"
9602,"Tawas,MI"
9603,"Barton City,MI"
9604,"Grant,MI"
9605,"Berlin Township,MI"
9606,"Freeland,MI"
9607,"Oak Park,MI"
9608,"Ida,MI"
9609,"Sister Lakes,MI"
9610,"Cutlerville,MI"
9611,"Surf City,MI"
9612,"Kent City,MI"
9613,"Osseo,MI"
9614,"Unadilla,MI"
9615,"Rochester Hill,MI"
9616,"Mears,MI"
9617,"Mt. Clemens,MI"
9618,"Holt,MI"
9619,"Romeo,MI"
9620,"Pickney,MI"
9621,"Gregory,MI"
9622,"Temperence,MI"
9623,"Rockford,MI"
9624,"Ft. Gratiot,MI"
9625,"Avoca,MI"
9626,"Dorr,MI"
9627,"Boyne City,MI"
9628,"Millington,MI"
9629,"Grosse Pointe,MI"
9630,L\\\\\\'Anse 
9631,"Hoxeyville,MI"
9632,"Stanwood,MI"
9633,"Ray,MI"
9634,"Coleman area,MI"
9635,"Skidway Lake,MI"
9636,"Cross Village,MI"
9637,"Lake Superior,MI"
9638,"Alpena,MI"
9639,"Shavehead Lake,MI"
9640,"Southgate,MI"
9641,"Hamilton,MI"
9642,"Pinkney,MI"
9643,"Afton,MI"
9644,"Drummond Island,MI"
9645,"Mass City,MI"
9646,"Feltham,MI"
9647,"Spring Lake/Grand Haven,MI"
9648,"Vermontville,MI"
9649,"Watervliet/Coloma,MI"
9650,"Ovid,MI"
9651,"Saint Clair Shore,MI"
9652,"Big Rapids,MI"
9653,"Quincy,MI"
9654,"Nunica,MI"
9655,"Selfridge Air National Guard,MI"
9656,"Buchanan,MI"
9657,"Essexville,MI"
9658,"Milford Township,MI"
9659,"Caseville,MI"
9660,"Rothbury,MI"
9661,"Jamestown,MI"
9662,"Greenville,MI"
9663,"Tipton,MI"
9664,"Edwardsburg,MI"
9665,"Hamilton area,MI"
9666,"Grass Lake,MI"
9667,"Hamtramck,MI"
9668,"Armada,MI"
9669,"Haslett,MI"
9670,"Jenison,MI"
9671,"Ypslianti,MI"
9672,"Iron River,MI"
9673,"Benzie County,MI"
9674,"Auburn,MI"
9675,"Boyne Falls,MI"
9676,"Canton Township,MI"
9677,Centreville 
9678,"Roosevelt,MI"
9679,"Cadillac,MI"
9680,"Conklin,MI"
9681,"Clarklake,MI"
9682,"Fostoria,MI"
9683,"Romulus/New Boston,MI"
9684,"Edmore,MI"
9685,"Otisville,MI"
9686,"Frankort,MI"
9687,"Marion,MI"
9688,"Morenci,MI"
9689,"St. Helen,MI"
9690,"New Troy,MI"
9691,"Chatham,MI"
9692,"Lewiston,MI"
9693,"Mainstee,MI"
9694,"St. Joseph,MI"
9695,"Berrien Springs,MI"
9696,"Douglas,MI"
9697,"Barton Hills,MI"
9698,"Comstock Township,MI"
9699,"Clayton,MI"
9700,Michigan (southeast portion) 
9701,"Riga,MI"
9702,"Bloomfield,MI"
9703,"Vanderbilt,MI"
9704,"Fowlerville,MI"
9705,"Jones,MI"
9706,"Lake Wasahetchie,MI"
9707,Jackson 
9708,"Sanford/Midland,MI"
9709,"Evart,MI"
9710,"Lake,MI"
9711,"Tapiola,MI"
9712,"Girard,MI"
9713,"Zilwaukee,MI"
9714,"Twinning,MI"
9715,"Ishpeming,MI"
9716,"Newaygo/Croton,MI"
9717,"Hessel,MI"
9718,"Grand Ledge,MI"
9719,"Hudsonville/Allendale/Standale,MI"
9720,"Westbranch,MI"
9721,"West Olive,MI"
9722,"Burr Oak,MI"
9723,"Highland Park,MI"
9724,"Detroit Michigan,MI"
9725,"Ypsilanti Township,MI"
9726,Mason 
9727,"Powers,MI"
9728,"Frankenmuth,MI"
9729,"Centreville,MI"
9730,"Carney,MI"
9731,"Detroit area,MI"
9732,"Erie,MI"
9733,"Wilderness State Park,MI"
9734,"LaSalle,MI"
9735,"Orchard Lake,MI"
9736,"Whittemore,MI"
9737,"Troy/Rochester Hills,MI"
9738,Brooklyn 
9739,"Almont,MI"
9740,"Barryton,MI"
9741,"New Buffalo,MI"
9742,"Brohman,MI"
9743,"Comstock,MI"
9744,"Sidney,MI"
9745,"Salem Township/Dorr area,MI"
9746,"Levering,MI"
9747,"Pittsford,MI"
9748,"Waterloo-Chelsea,MI"
9749,"Bellevue,MI"
9750,"Portland,MI"
9751,"troy,MI"
9752,"Eastpoint,MI"
9753,"Standish,MI"
9754,"Kincheloe,MI"
9755,"Marion Township,MI"
9756,"Stockbridge and Whitmore Lake,MI"
9757,"Tower,MI"
9758,"Watersmeet,MI"
9759,"Union City,MI"
9760,"Hawks,MI"
9761,"New Buffulo,MI"
9762,"Ferndale,MI"
9763,"Pleasant Lake,MI"
9764,"Ann Arbor/Ypsilanti,MI"
9765,"Pleasant Ridge,MI"
9766,"Vining,MI"
9767,"Newberry,MI"
9768,"Harrison Twp,MI"
9769,"Cedar,MI"
9770,"Dryden,MI"
9771,"Maple Rapids,MI"
9772,"St. Ignace,MI"
9773,"Silver City/Ontonagan,MI"
9774,"Flatrock/Taylor border,MI"
9775,"Cheboygan,MI"
9776,"Montcalm County,MI"
9777,Monore 
9778,Tuscola 
9779,"Kingston,MI"
9780,"Linden,MI"
9781,"Chippewa Lake,MI"
9782,"Calumet,MI"
9783,"Essecville,MI"
9784,"Bad Axe,MI"
9785,Grand Rapids 
9786,"East Jordan,MI"
9787,"Olivet,MI"
9788,Cobmoosa Shores 
9789,"Easton,MI"
9790,"Kalamazoo to Muskegon,MI"
9791,"Riely,MI"
9792,"Brighton Township,MI"
9793,Sault Ste. Marie 
9794,"Iron Mountian,MI"
9795,Harrison &amp; Mt.Plesent 
9796,"St.Charles,MI"
9797,"Vestaburg,MI"
9798,"Webberville,MI"
9799,"Hopkins,MI"
9800,Lupton 
9801,"Mt. Morris,MI"
9802,"Bramptom,MI"
9803,"Benzonia,MI"
9804,"George Town township,MI"
9805,"St.Johns,MI"
9806,"Colon,MI"
9807,"Branch,MI"
9808,"Negaunee,MI"
9809,"Orion,MI"
9810,"Harrison,MI"
9811,"Irons/Harper Lake,MI"
9812,"Springfield,MI"
9813,Lansing 
9814,"Bay Mills Township,MI"
9815,"Goetzville,MI"
9816,"Filion,MI"
9817,"Channing,MI"
9818,"Sterling/Troy/Clinton Township,MI"
9819,"Sterling Heights/Troy /ClintonTwp,MI"
9820,"Johannesburg,MI"
9821,Mackinaw 
9822,"Luna Pier,MI"
9823,"Manistee Forest,MI"
9824,"Interlochen,MI"
9825,"Ravenna,MI"
9826,"Ithaca,MI"
9827,"Ashton,MI"
9828,"Copemish,MI"
9829,Saginaw 
9830,"St Clair Shores,MI"
9831,"Kansas City,MI"
9832,"New Haven,MI"
9833,"Onodaga twp.,MI"
9834,Kent County (northeastern) 
9835,Howell 
9836,"Kewadin,MI"
9837,"Hadley,MI"
9838,Kalamazoo 
9839,"Fulton,MI"
9840,"Lapeer and Flint,MI"
9841,"South Republic,MI"
9842,"Ewen,MI"
9843,"Akron,MI"
9844,Crisp Point 
9845,Westland 
9846,"Shanty Creek,MI"
9847,"Weidman,MI"
9848,"Iron Moutain,MI"
9849,"Mecosta,MI"
9850,Sherwood 
9851,"Trout River,MI"
9852,Battle Creek 
9853,Fowlerville 
9854,Traverse City 
9855,"Standale,MI"
9856,"Crystal Falls,MI"
9857,Adrian/Jackson 
9858,Kimball Twp. 
9859,Romulus 
9860,"Boston Location/Hancock,MI"
9861,"Kaleva,MI"
9862,"Palo,MI"
9863,"Cedar River,MI"
9864,"Rooseville,MI"
9865,"Beaver Island,MI"
9866,"Coopersville,MI"
9867,Edgemere 
9868,"Carsonville,MI"
9869,Lawton (outside) 
9870,Lawton 
9871,Iron River 
9872,"Cass City,MI"
9873,"Middleville,MI"
9874,"Saline/Bridgewater,MI"
9875,"Mt. Morris Township,MI"
9876,"Morris,MI"
9877,"Meridith,MI"
9878,"Wolf Lake,MI"
9879,"Dowling,MI"
9880,"Parshallville,MI"
9881,"North Manitou Island Lake,MI"
9882,"Hickory Corners,MI"
9883,"Byron Center,MI"
9884,"Napoleon,MI"
9885,"Horton,MI"
9886,"Rodney,MI"
9887,"Lakeview,MI"
9888,"Alston,MI"
9889,Ypsilanti 
9890,"Fish Point,MI"
9891,"Berrien Center,MI"
9892,"Scottville,MI"
9893,"Grosse Point,MI"
9894,"Keweenaw Peninsual,MI"
9895,"Britton,MI"
9896,"Shields,MI"
9897,"Mulliken,MI"
9898,"Bessmer,MI"
9899,"Kenton,MI"
9900,"Harvey,MI"
9901,"Posen,MI"
9902,"Ray Center,MI"
9903,"Bankson Lake/Lawton,MI"
9904,"Marcellus,MI"
9905,"Holton,MI"
9906,"River Rouge,MI"
9907,"Cassopolis,MI"
9908,"North Port,MI"
9909,Muskegon County 
9910,"Hesperia,MI"
9911,"Benton Harbor,MI"
9912,"Petosky,MI"
9913,"Baadon,MI"
9914,"Arnheim,MI"
9915,"Morrice,MI"
