12000,"Minot,ND"
12001,"Davenport,ND"
12002,"Valley City,ND"
12003,"West Fargo,ND"
12004,"Rugby,ND"
12005,"Newtown,ND"
12006,"Mandan,ND"
12007,"Trenton,ND"
12008,"Devils Lake,ND"
12009,"Grand Fork,ND"
12010,"Thompson,ND"
12011,"Washburn,ND"
12012,"Langdon,ND"
12013,"Hazen,ND"
12014,"Penn,ND"
12015,"Belcourt,ND"
12016,New Town 
12017,"Casselton,ND"
12018,"Williston,ND"
12019,"Mayville,ND"
12020,Fargo/Valley City 
12021,"Minot AFB,ND"
12022,"Halliday,ND"
12023,"North Bismarck,ND"
12024,"Richardton,ND"
12025,"Garrison,ND"
12026,"Grand Forks AFB,ND"
12027,"Colfax,ND"
12028,"Hope,ND"
12029,"Hazelton,ND"
12030,"Wheatland,ND"
12031,"Strasburg,ND"
12032,"Max,ND"
12033,"Underwood,ND"
12034,"Tuttle,ND"
12035,"Glen Ullin,ND"
12036,"Jamestown,ND"
12037,"Fort Yates,ND"
12038,North Dakota 
12039,"Wahpeton,ND"
12040,Minot 
12041,"Tioga,ND"
12042,"Wildrose,ND"
12043,"Hebron,ND"
12044,"Mercer,ND"
12045,"Hickson,ND"
12046,Aneta 
12047,"Napoleon,ND"
12048,"Fort Totten,ND"
12049,White Butte 
12050,"Belfield,ND"
12051,"Mandaree,ND"
12052,"Theodore Roosevelt National Park exit 32 on I-94 North Dakot,ND"
12053,"Cartwright,ND"
12054,"Burlington,ND"
12055,"Beach,ND"
12056,"Menoken,ND"
12057,"Brunswick County,ND"
12058,"McKenzie,ND"
12059,Mandan 
12060,Central U.S. 
12061,"Wishek,ND"
12062,"Nome,ND"
12063,"Amenia,ND"
12064,"Berthold,ND"
12065,"Kindred,ND"
12066,"Arthur,ND"
12067,"Gackle,ND"
12068,Valley City 
12069,"Ashland,NE"
12070,"Omaha,NE"
12071,"Raymond,NE"
12072,"Lincoln,NE"
12073,"Central City,NE"
12074,"Gretna,NE"
12075,"Bellevue,NE"
12076,"Elkhorn,NE"
12077,"Ogallala,NE"
12078,"La Vista,NE"
12079,"Galloway,NE"
12080,"York,NE"
12081,"Fremont,NE"
12082,Lincoln/Omaha 
12083,"Lemoyne,NE"
12084,"La Junta,NE"
12085,"Auburn,NE"
12086,"Lexington,NE"
12087,"Richlands,NE"
12088,"Grand Island,NE"
12089,"Norfolk,NE"
12090,"Neligh,NE"
12091,"Scribner,NE"
12092,"Enders,NE"
12093,"Hooper,NE"
12094,"Reno,NE"
12095,"Bladen,NE"
12096,"Ralston,NE"
12097,"South Sioux City,NE"
12098,"Bradshaw,NE"
12099,"Gering,NE"
12100,"Gothenburg,NE"
12101,"North Platte,NE"
12102,"Hershey,NE"
12103,"Exeter,NE"
12104,"Kearney/Lexington,NE"
12105,"Kearney,NE"
12106,Brainard 
12107,"Scotts Bluff,NE"
12108,"Loretto,NE"
12109,"Ponca,NE"
12110,"Hampton,NE"
12111,"Papillion,NE"
12112,"Millard,NE"
12113,"Scottsbluff,NE"
12114,"O\\\\\\'neil,NE"
12115,"Valley-Omaha,NE"
12116,"Ainsworth,NE"
12117,"Tecumseh,NE"
12118,"Plattesmouth,NE"
12119,"Milford,NE"
12120,"Burwell,NE"
12121,"Valley,NE"
12122,"Beatrice,NE"
12123,"Kenesaw,NE"
12124,"Waverly,NE"
12125,"Ord,NE"
12126,"Humphrey,NE"
12127,"Silver Creek,NE"
12128,"Stanton,NE"
12129,"Murry,NE"
12130,"Palisade,NE"
12131,"Valentine,NE"
12132,"Winnebago,NE"
12133,"Bennington,NE"
12134,"Columbus,NE"
12135,"Clear Creek East Resort,NE"
12136,"North Bend,NE"
12137,"Fort Calhoun,NE"
12138,"Ceresco,NE"
12139,"Plattsmouth,NE"
12140,"Alliance,NE"
12141,"Filley,NE"
12142,"Otoe,NE"
12143,"Waterloo,NE"
12144,"Springfield/Papillion,NE"
12145,"McCook,NE"
12146,"Brady,NE"
12147,"Spalding,NE"
12148,"Sarpy County,NE"
12149,"Osceola,NE"
12150,"Hastings,NE"
12151,"Nebraska City,NE"
12152,"Randolph,NE"
12153,"Wood Lake,NE"
12154,"Roca,NE"
12155,Brownlee 
12156,"Johnstown,NE"
12157,"West Point,NE"
12158,"Eustis,NE"
12159,"Denton,NE"
12160,Nebraska 
12161,"Malcolm,NE"
12162,"Osmond,NE"
12163,"Beaver Lake,NE"
12164,Albion 
12165,"Wood River,NE"
12166,"Henderson,NE"
12167,"Oakland,NE"
12168,"Springview,NE"
12169,"Falls City,NE"
12170,Hershey 
12171,"Chadron,NE"
12172,"Doniphan,NE"
12173,"Brule,NE"
12174,"Deweese,NE"
12175,"Emmet,NE"
12176,"Barnegat,NE"
12177,"Hickman,NE"
12178,Deweese 
12179,"Arthur,NE"
12180,Beaver Crossing 
12181,"Venice,NE"
12182,"Dakota City,NE"
12183,"Sidney,NE"
12184,"Franklin,NE"
12185,"Chadron, NE/Oelrichs, SD "
12186,"Interstate 80.  Between York, Nebraska and Aurora, Nebraska ,NE"
12187,Friend 
12188,"Mullen,NE"
12189,"Wayne,NE"
12190,"Rural Dixon County,NE"
12191,"Comstock,NE"
12192,"Bloomfield,NE"
12193,Red Cloud 
12194,"Butte,NE"
12195,Hooper 
12196,Unadilla (rural area 
12197,"Minden,NE"
12198,"Geneva,NE"
12199,Bellevue 
12200,"Sandy Valley,NE"
12201,"Cozad,NE"
12202,Holstein/Heartwell 
12203,LeMars (IA)/Denver (CO) 
12204,"Crete,NE"
12205,"Clatonia,NE"
12206,"Kent,NE"
12207,"Phillips,NE"
12208,"Macy,NE"
12209,"Gordon,NE"
12210,"Pleasanton,NE"
12211,"Unadilla,NE"
12212,"Sutherland,NE"
12213,Crete/Wilber 
12214,Llincoln 
12215,"Wahoo,NE"
12216,"Tekamah,NE"
12217,Scottsbluff County 
12218,"Overton,NE"
12219,"Glenvil,NE"
12220,Potter 
12221,"Nelson,NE"
12222,Phelps County 
12223,Osmond 
12224,Beatrice 
12225,"Nebraska,NE"
12226,"Nashua,NH"
12227,"Brookline,NH"
12228,"Plymouth,NH"
12229,"Londonderry,NH"
12230,"Franklin,NH"
12231,"Concord - Penecook,NH"
12232,"Somersworth,NH"
12233,"Merrimack,NH"
12234,"Londonderry/Hudson,NH"
12235,"Farmington/New Durham,NH"
12236,"Warner,NH"
12237,"Sandown,NH"
12238,"Westmoreland,NH"
12239,"Atkinson/Kingston,NH"
12240,"Farmington,NH"
12241,"Derry,NH"
12242,"Manchester,NH"
12243,"Gilford,NH"
12244,"New Ipswich,NH"
12245,"Brentwood,NH"
12246,"Wakefield,NH"
12247,"Stoddard,NH"
12248,"Atkinson,NH"
12249,"Northfield,NH"
12250,"Rochester,NH"
12251,"Exeter,NH"
12252,"Freedom,NH"
12253,"Dorchester,NH"
12254,"Concord,NH"
12255,"Milan,NH"
12256,"Salem,NH"
12257,"Loudon,NH"
12258,"Bow,NH"
12259,"Rumney,NH"
12260,"Windham,NH"
12261,"Epping,NH"
12262,"Stratham,NH"
12263,"New Hampton,NH"
12264,"Hanover,NH"
12265,"Milford,NH"
12266,"Seabrook,NH"
12267,"Canaan,NH"
12268,"Keene,NH"
12269,"Alton,NH"
12270,"Hampton,NH"
12271,"Campton,NH"
12272,"Wolfeboro,NH"
12273,"Manchester to Baltimore, MD,NH"
12274,"Newport,NH"
12275,"Dover,NH"
12276,"Bedford,NH"
12277,"Goffstown,NH"
12278,"Tilton,NH"
12279,"Lowell,NH"
12280,"Hudson,NH"
12281,"Kingston,NH"
12282,"Pittsburg,NH"
12283,"Portsmouth,NH"
12284,"Ashland,NH"
12285,"North Salem,NH"
